id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
19144944,https://www.airbnb.com/rooms/19144944,20240625175528,2024-06-25,city scrape,Country Garden Retreat,This spacious retreat offers everything you need to relax and enjoy your stay in a country garden setting within easy walking distance of Corban University and 6 miles to Willamette University. Stargazers and eclipse-watchers will appreciate the open sky views.,"We're in the country just enough to feel quiet and spacious, yet still conveniently located for easy freeway access and multiple shopping and dining options.<br /><br />- walk to Corban University<br />- Willamette University is 5.7 miles away<br />- downtown Salem is 7 miles away<br />- hiking and biking opportunities abound in easy driving distance, including the Riverfront City Park, Silver Falls State Park and the Oregon Garden.<br />- an hour's drive from Portland<br />- 65 miles to the Oregon Coast (Lincoln City is the nearest beach)<br />- Portland International Airport (PDX) 63.5 miles away<br />- Eugene Airport is 68 miles away",https://a0.muscache.com/pictures/1af6d700-a6fc-44f3-af72-c06d83688e42.jpg,133856626,https://www.airbnb.com/users/show/133856626,Diane,2017-06-07,"Salem, OR","Tom and I are originally from the Portland area and have lived in Salem for over 40 years. We raised our three sons here and now enjoy the quiet, natural setting full of hummingbirds, woodpeckers and deer. This place is like our own private park. 

We've got loads of flowers here. Over the years, Tom has planted apple and cherry trees, a plum tree, a fig tree, rhubarb, herbs and tomatoes, and a big berry patch full of blackberries, raspberries, blueberries, strawberries and currants. We like to call it ""Tom's Berry Farm"" but it isn't really a farm - though we sometimes joke that we could probably open up a roadside stand with all the produce.

Family is the most important thing to us and we enjoy spending time with our kids and grand kids. Other interests include cooking, reading, salmon fishing and volunteering for local charities like the Marion County Food Bank and Assistance League.

Our youngest son introduced us to Airbnb and we're excited for the opportunity to meet new people and share our peaceful home. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/62bf3116-842f-4d44-9122-c47dd8c7b1f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/62bf3116-842f-4d44-9122-c47dd8c7b1f3.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Ward 3,,44.88754,-122.95042,Entire guest suite,Entire home/apt,2,1.0,1 bath,1,1,"[""Bed linens"", ""Coffee maker"", ""Lockbox"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Hot water"", ""Air conditioning"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Shower gel"", ""Hair dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Hangers"", ""Backyard"", ""Smoke alarm"", ""Microwave"", ""Essentials"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Patio or balcony"", ""Iron""]",$80.00,2,28,2,2,1125,1125,2.0,1125.0,,t,9,17,41,131,2024-06-25,336,45,4,2017-07-28,2024-06-20,4.96,4.97,4.96,4.98,4.97,4.92,4.95,,t,1,1,0,0,3.99
19488223,https://www.airbnb.com/rooms/19488223,20240625175528,2024-06-25,previous scrape,Juke Joint in Wine Country,This unique place has a style all its own. Flashback to the 50s in this cute duplex that has been decorated with all the retro comforts of home. You'll love the nostalgia that we've created from retro appliances to an assortment of old entertainment systems like a turntable and DVD player.,"Cozy neighborhood that is close to the center of town. A stones throw from here you will find: downtown shopping at The Salem Center mall, parks such as Waterfront park that runs along the Willamette River and includes a historic Carousel, and the State Capital building. You are also near Santiam Hospital, Willamette University and the train station. There are several museums, galleries and unique shopping experiences to be found in Salem.",https://a0.muscache.com/pictures/miso/Hosting-19488223/original/a847ed62-0ebd-4103-82d0-7bdf9c6fe108.jpeg,136789901,https://www.airbnb.com/users/show/136789901,Greg,2017-06-24,"Forest Grove, OR",I'm looking to provide a wonderful experience to people that isn't too expensive,N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/7d145b5e-9ccb-46fb-80a5-074f83d9ef28.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d145b5e-9ccb-46fb-80a5-074f83d9ef28.jpg?aki_policy=profile_x_medium,Southeast Salem,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Ward 2,,44.93075,-123.018797,Entire cottage,Entire home/apt,9,,1 bath,2,,"[""Clothing storage: walk-in closet, closet, and dresser"", ""Record player"", ""Bed linens"", ""LG Bluetooth sound system"", ""Wine glasses"", ""Dryer"", ""Lockbox"", ""Freezer"", ""Kitchen"", ""Blender"", ""Room-darkening shades"", ""Portable air conditioning"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Electric stove"", ""Refrigerator"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Baking sheet"", ""Hot water"", ""Washer"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Coffee maker: drip coffee maker"", ""Books and reading material"", ""Shower gel"", ""Mini fridge"", ""Cleaning available during stay"", ""Children's playroom"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Portable fans"", ""Children\u2019s books and toys for ages 5-10 years old"", ""Single oven"", ""Smoke alarm"", ""Dedicated workspace"", ""50 inch HDTV"", ""Coffee"", ""Board games"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Breakfast"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Heating"", ""Hypoallergenic body soap"", ""Baby safety gates"", ""Pets allowed"", ""Safe"", ""First aid kit"", ""Hot water kettle""]",,2,28,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-06-25,42,21,0,2023-01-29,2023-12-27,4.76,4.9,4.67,4.98,4.9,4.83,4.86,,f,1,1,0,0,2.45
19508454,https://www.airbnb.com/rooms/19508454,20240625175528,2024-06-25,city scrape,"Spacious, family friendly home","Family friendly 3000 sqft custom home in South Salem. Located on top of a hill with beautiful sunset views. Close to grocery stores and eating options, including a food cart pod with regular events and live music. Fully furnished. Large fully-fenced backyard and patio.",Located on a quiet dead-end street with friendly neighbors.,https://a0.muscache.com/pictures/93e542d8-0af8-4468-a4f9-3c08dae282d3.jpg,106768472,https://www.airbnb.com/users/show/106768472,Amy,2016-12-10,"Salem, OR","",within a few hours,100%,50%,f,https://a0.muscache.com/im/pictures/user/bbdc4fc8-1a5e-4988-bc90-5e7f300e0d5b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bbdc4fc8-1a5e-4988-bc90-5e7f300e0d5b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Ward 4,,44.87142,-123.01223,Entire home,Entire home/apt,8,2.5,2.5 baths,4,5,"[""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Freezer"", ""Kitchen"", ""Oven"", ""Blender"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Body soap"", ""Ceiling fan"", ""Refrigerator"", ""BBQ grill"", ""Cleaning products"", ""Bathtub"", ""Piano"", ""Fire extinguisher"", ""Hot water"", ""Stove"", ""Baking sheet"", ""Dishwasher"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Books and reading material"", ""Shower gel"", ""Barbecue utensils"", ""Indoor fireplace: gas"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Fire pit"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Exercise equipment: free weights, treadmill"", ""Dining table"", ""Smoke alarm"", ""Bluetooth sound system"", ""Dedicated workspace"", ""Conditioner"", ""Coffee"", ""Board games"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Central air conditioning"", ""Free parking on premises"", ""Outdoor furniture"", ""55 inch HDTV with Amazon Prime Video, Disney+, Hulu, Netflix"", ""First aid kit"", ""Iron"", ""Central heating"", ""Free washer \u2013 In unit""]",$500.00,3,7,2,3,7,7,3.0,7.0,,t,19,49,60,60,2024-06-25,11,3,1,2017-08-21,2024-06-16,5.0,5.0,5.0,5.0,5.0,4.91,4.82,,f,1,1,0,0,0.13
19532562,https://www.airbnb.com/rooms/19532562,20240625175528,2024-06-25,previous scrape,Historic Cottage close to downtown for Eclipse,"This cozy 1910 Cottage is in a historic district walking distance from downtown, restaurants and the Capitol Building in Salem. Prefect place to stay and relax while in town to watch the 2017 Eclipse. There is a front porch, side porch and back yard with off-street parking.",,https://a0.muscache.com/pictures/4900fa8c-e3f0-46df-bf30-48f519357439.jpg,134427390,https://www.airbnb.com/users/show/134427390,Nathan,2017-06-10,"Ontario, OR","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/c63d3b36-3c4d-4389-a46c-67976fae5d71.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c63d3b36-3c4d-4389-a46c-67976fae5d71.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Ward 1,,44.93746,-123.02308,Entire home,Entire home/apt,4,,1 bath,1,,"[""Hangers"", ""Shampoo"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Hair dryer"", ""Iron"", ""Essentials"", ""TV""]",,2,6,2,2,6,6,2.0,6.0,,,0,0,0,0,2024-06-25,1,0,0,2017-08-21,2017-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
19983672,https://www.airbnb.com/rooms/19983672,20240625175528,2024-06-25,city scrape,Classic Town Home on 50 acres of wetlands,"Perfect for the single female professional in Salem on health care training rotations or government officials on business with the State of Oregon,  this cozy, single story townhome has big amenities for the discriminating person Steps from a 50 acre wetlands and running trails,<br />tastefully furnished, soothing rooms and sunny deck and patio greet travelers who want to relax after touring Oregon wineries, hiking trails, or a quick day trip to the coast.","Towering fir trees, expanses of green space and a wetlands provide soothing access to nature.  You'll enjoy strolling by the duck pond and jogging on paths that wind through wild space where you will hear bird calls and see the resident flocks of geese.",https://a0.muscache.com/pictures/7f73ffad-0f7b-4bbe-9fde-ae77d65940f1.jpg,141740262,https://www.airbnb.com/users/show/141740262,Megan,2017-07-21,"Salem, OR","    Currently, I stay active with yoga, walking, and serving as an education consultant to students from kinder to university. 
     An avid gardener, I take care of our community garden where we raise organic vegetables and berries.        
    At home, my cat, Julius, is a rescue from the Oregon fires and is a sweet boy. 
    I speak Spanish, having lived and taught in Mexico, Guatemala, and Ecuador. 
    In my previous home, I hosted guests for years through Airbnb, so I have lots of experience helping travelers feel welcome. 
    Looking forward to meeting you!",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/b1582eaf-c26a-404b-88ee-2ab62c520a0d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1582eaf-c26a-404b-88ee-2ab62c520a0d.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,Neighborhood highlights,Ward 4,,44.85864,-123.021,Private room in townhouse,Private room,2,1.0,1 shared bath,1,1,"[""Bed linens"", ""Coffee maker"", ""Kitchen"", ""Oven"", ""Blender"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Free dryer"", ""Single level home"", ""Cleaning products"", ""Indoor fireplace"", ""Fire extinguisher"", ""Washer"", ""Hot water"", ""Stove"", ""Dishwasher"", ""Baking sheet"", ""Air conditioning"", ""Toaster"", ""Shared backyard \u2013 Not fully fenced"", ""Private entrance"", ""Books and reading material"", ""Hair dryer"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Exercise equipment"", ""Extra pillows and blankets"", ""TV"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Breakfast"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Free parking on premises"", ""Outdoor furniture"", ""Host greets you"", ""First aid kit"", ""Iron"", ""Central heating"", ""Hot water kettle""]",$65.00,2,90,2,2,90,90,2.0,90.0,,t,23,53,83,173,2024-06-25,1,0,0,2017-08-22,2017-08-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
20011950,https://www.airbnb.com/rooms/20011950,20240625175528,2024-06-25,city scrape,Private Room in Comfort Home,"Comfort Home was initially established for traveling medical professionals for Salem Health where I am the Clinical Excellence Coordinator. I provide discounts to RNs and other disciplines.  I also rent to diverse guests and have enjoyed learning from everyone I've met.  This home is perfect for sharing as I live in one section, the rooms are on the opposite side and our common space is perfect for everyone.  I look forward to interacting should you be interested in making a request.","Well established high end neighborhood with very friendly neighbors. Located on a cul-de-sac with adequate parking and little traffic so it is very quiet.  Feels like a mountain resort due to the large and dense oak and pine trees.  Back yard opens into quiet and beautiful neighborhood park.  <br /><br />10 minutes from I-5<br />Sunnyslope Shopping Center is a short walk from my home and has a wonderful grocery store (Roth's), U.S. Bank, restaurants, frozen yogurt shop, hair and nail salon, and more. Also within walking distance is a Walgreens, post office, gift shop and bakery.  4 miles from downtown Salem.  Blocks from gas station.",https://a0.muscache.com/pictures/ed3e9fcd-8f3f-4696-b41a-c7d54e29464d.jpg,2421461,https://www.airbnb.com/users/show/2421461,Nancy,2012-05-20,"Salem, OR","I have lived in this home 21 years and have truly made it comfortable to both me and my guests.  The house is perfectly designed to accommodate guests as we built the 2-story extension that I live in upstairs which provides privacy for both myself and my guests.  My guests and I commonly share the downstairs which includes the kitchen, dining and living room, gym and back yard where there is a hot tub.",within an hour,100%,N/A,f,https://a0.muscache.com/im/pictures/user/a4ab6d28-1f6d-4e58-be41-4f64594048da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4ab6d28-1f6d-4e58-be41-4f64594048da.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,Neighborhood highlights,Ward 7,,44.89219,-123.06835,Private room in home,Private room,1,1.5,1.5 baths,1,1,"[""Bed linens"", ""Coffee maker"", ""Dryer"", ""Exterior security cameras on property"", ""Kitchen"", ""Oven"", ""Carbon monoxide alarm"", ""Refrigerator"", ""BBQ grill"", ""Indoor fireplace"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Stove"", ""Dishwasher"", ""Air conditioning"", ""Shared hot tub"", ""Hair dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hangers"", ""Gym"", ""Backyard"", ""TV with standard cable"", ""Smoke alarm"", ""Microwave"", ""Essentials"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Pets allowed"", ""Patio or balcony"", ""First aid kit"", ""Iron""]",$90.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,1,1,1,1,2024-06-25,1,0,0,2017-08-23,2017-08-23,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.01
20014682,https://www.airbnb.com/rooms/20014682,20240625175528,2024-06-25,previous scrape,**Private bedroom available SOLAR ECLIPSE,"**ECLIPSE WEEKEND!!**<br /><br />1 of 2 bedrooms available in this beautiful South Salem home. Both bedrooms and bathroom are located upstairs. Great backyard with a bbq, fire pit, 2 sitting area and large deck perfect for viewing this once in a lifetime event!<br /><br /> **Solar eclipse sunglasses provided**<br /><br />We welcome all people regardless of age, gender, religion, sexual orientation, ethnicity, etc.",Walking distance to downtown and Bush Park,https://a0.muscache.com/pictures/ab946123-d7e0-4bf2-a46c-056f5e737c1f.jpg,93510253,https://www.airbnb.com/users/show/93510253,Lindsey,2016-09-04,"Salem, OR","I'm Lindsey and my husband's name is Travis. We've been married for 6 years and love travelling, exploring new cities and all outdoor activities! ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/477b1a67-ff5b-48ac-830a-ba49c66c090e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/477b1a67-ff5b-48ac-830a-ba49c66c090e.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Ward 2,,44.92118,-123.03929,Private room in home,Private room,2,,1 shared bath,,,"[""Dryer"", ""Kitchen"", ""Carbon monoxide alarm"", ""Bathtub"", ""Indoor fireplace"", ""Washer"", ""Smoking allowed"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Children\u2019s books and toys"", ""Breakfast"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Pets allowed"", ""First aid kit"", ""Iron""]",,2,1125,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2024-06-25,0,0,0,,,,,,,,,,,f,2,0,2,0,
20015604,https://www.airbnb.com/rooms/20015604,20240625175528,2024-06-25,previous scrape,Private bedroom available for **ECLIPSE**,"**ECLIPSE WEEKEND!!**<br />Located directly in line of totality! <br /><br />1 of 2 bedrooms available in this beautiful South Salem home. Both bedrooms and bathroom are located upstairs. Great backyard with a bbq, fire pit, sitting area and large deck perfect for viewing this once in a lifetime event!<br /><br />We welcome all people regardless of age, gender, religion, sexual orientation, ethnicity, etc.",,https://a0.muscache.com/pictures/aba8cc37-4cdd-4378-af07-4598e433ba00.jpg,93510253,https://www.airbnb.com/users/show/93510253,Lindsey,2016-09-04,"Salem, OR","I'm Lindsey and my husband's name is Travis. We've been married for 6 years and love travelling, exploring new cities and all outdoor activities! ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/477b1a67-ff5b-48ac-830a-ba49c66c090e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/477b1a67-ff5b-48ac-830a-ba49c66c090e.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Ward 2,,44.92183,-123.03875,Private room in home,Private room,2,,1 shared bath,,,"[""Washer"", ""Hangers"", ""Breakfast"", ""Air conditioning"", ""Dryer"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Indoor fireplace"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Smoke alarm"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Essentials""]",,2,1125,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2024-06-25,1,0,0,2017-08-22,2017-08-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.01
20035307,https://www.airbnb.com/rooms/20035307,20240625175528,2024-06-25,city scrape,Sweet private suite and more,"Welcome. Need a place for a night or two or week or more? This may be right for you. Your space is about 2/3 of the house. Separate entrance leads to a private bedroom and bath, living and dining rooms, and a shared kitchen. See photo #17.<br /><br />I welcome people from the LGBQT community as well as people from other cultures. The house is located in a quiet, well-established neighborhood.<br /><br />If you're in town for a wedding, workshop, training, or business, this may be the perfect place.",,https://a0.muscache.com/pictures/8195eec4-6532-4e18-9710-75290c9cb020.jpg,90246105,https://www.airbnb.com/users/show/90246105,Susan,2016-08-16,,"Welcome to my home.
I'm retired from working in a college setting with people with disabilities. While I am a relatively private person, I enjoy meeting new people and learning about their cultures and ideas. I love to read and take time out to spend at the beach with my friends and furry buddy.   My favorite thing is laughing!

In my twenties I hitchhiked all around the UK.  I have also lived in Japan for a year.
I'm a New England transplant but have been here in Oregon since 1980.

I look forward to meeting you and to helping make your visit to Salem a very pleasant and comfortable one!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6f7fdc9d-0e27-4568-ba86-7ce39636d06c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f7fdc9d-0e27-4568-ba86-7ce39636d06c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Ward 1,,44.95115,-123.01415,Entire home,Entire home/apt,2,1.0,1 bath,1,1,"[""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Dryer"", ""Freezer"", ""Kitchen"", ""Oven"", ""Carbon monoxide alarm"", ""Body soap"", ""Refrigerator"", ""Single level home"", ""Cleaning products"", ""Indoor fireplace"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Stove"", ""Dishwasher"", ""Baking sheet"", ""Air conditioning"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Shower gel"", ""Hair dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Dining table"", ""Portable fans"", ""Clothing storage"", ""Smoke alarm"", ""Coffee"", ""Microwave"", ""Essentials"", ""Cooking basics"", ""Wifi"", ""Heating"", ""First aid kit"", ""Iron""]",$104.00,2,30,1,2,1125,1125,2.0,1125.0,,t,18,46,75,82,2024-06-25,141,12,3,2017-08-12,2024-06-24,4.94,4.94,4.97,4.96,4.96,4.94,4.96,,t,1,1,0,0,1.69
20072558,https://www.airbnb.com/rooms/20072558,20240625175528,2024-06-25,city scrape,Myrtle Cottage Guesthouse West Salem,"Myrtle Cottage is located on a 1/2 acre flag lot.<br />Free parking in front of the guesthouse.<br /><br />Comfortable Antique Queen bed. <br /><br />32 Inch HDTV with Cable , unlimited WIFI 400 MBPS.<br /><br />Kitchen has a sink, microwave, fridge, toaster.<br />Claw foot bathtub with a shower. <br /><br />Private covered  porch, seating for two.<br />Guesthouse is 10 minutes to downtown Salem, <br />close to Williamette University, Western Oregon University, <br />Capital Manor, Salem Hospital<br /> and Salem Convention Center.<br /><br />No pets allowed and no smoking.","The  guesthouse has a private entrance. It is located in a quiet and safe neighborhood, surrounded by trees.  We have a large area for parking in front of the guesthouse.",https://a0.muscache.com/pictures/miso/Hosting-20072558/original/29d22375-c211-485a-9c0a-7cc64fd30856.jpeg,142659171,https://www.airbnb.com/users/show/142659171,Judy,2017-07-26,"Salem, OR","I am an active senior, I belong to a book club, knitting club, exercise at a local gym 2-3 times a week. I enjoy playing cards and Mexican Train dominoes with friends. 

I volunteer at Assistance League in Salem.

I enjoy vacationing in Kona, HI  and visiting with family in Monterey and Carlsbad, CA. 

I live close to downtown Salem, Williamette University, Western Oregon University, Salem Hospital.  The guest house is about 3 miles from many Williamette Valley wineries.

You would probably enjoy the Oregon Gardens in Silverton and Woodburn Outlets about 30 minutes from Salem. 


",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/3b40d214-1b95-441d-957e-95c0816d8c37.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3b40d214-1b95-441d-957e-95c0816d8c37.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,Neighborhood highlights,Ward 8,,44.94098,-123.0816,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1,1,"[""Clothing storage: closet and dresser"", ""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""36 inch TV with standard cable"", ""Wine glasses"", ""Kitchen"", ""Free driveway parking on premises"", ""Room-darkening shades"", ""Portable air conditioning"", ""Carbon monoxide alarm"", ""Keypad"", ""Various conditioner"", ""Self check-in"", ""Single level home"", ""Cleaning products"", ""Bathtub"", ""Various shampoo"", ""Fire extinguisher"", ""Hot water"", ""Toaster"", ""Private entrance"", ""Books and reading material"", ""Shower gel"", ""Mini fridge"", ""Hair dryer"", ""Radiant heating"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hangers"", ""Laundromat nearby"", ""Portable fans"", ""Smoke alarm"", ""Coffee"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Private patio or balcony"", ""Wifi"", ""Various body soap"", ""Outdoor furniture"", ""First aid kit"", ""Iron"", ""Hot water kettle""]",$80.00,3,90,3,3,1125,1125,3.0,1125.0,,t,7,28,52,322,2024-06-25,168,34,5,2017-08-25,2024-06-20,4.85,4.88,4.86,4.94,4.95,4.91,4.87,,t,1,1,0,0,2.02
20231503,https://www.airbnb.com/rooms/20231503,20240625175528,2024-06-25,city scrape,"Air-conditioned, private bath, king bed.","Private bedroom with ensuite bathroom,on second floor of a beautiful home centrally located in Salem Oregon. Minutes to Willamette University and Salem Hospital. Walk to many restaurants grocery stores and Parks.","I love my neighborhood. It's so close to downtown, the hospital and Willamette University. There are nearby parks that one can walk to wineries within 15 minutes and plenty of restaurants within 3 to 7 blocks.",https://a0.muscache.com/pictures/miso/Hosting-20231503/original/b651dd9b-e37e-4ce1-8f81-1fa1727a3c58.jpeg,49073704,https://www.airbnb.com/users/show/49073704,Elizabeth,2015-11-15,"Salem, OR","I am a nurse who has an Airbnb, Vista Manor in Salem Oregon. Love to travel, read hike, swim, cook and spend time with my family.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/a62c6b8d-4855-4f5c-b60a-316c36fa06a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a62c6b8d-4855-4f5c-b60a-316c36fa06a9.jpg?aki_policy=profile_x_medium,,10,12,"['email', 'phone']",t,f,Neighborhood highlights,Ward 2,,44.91053,-123.04228,Private room in home,Private room,2,1.0,1 private bath,1,1,"[""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Wine glasses"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Body soap"", ""Ceiling fan"", ""Keypad"", ""Clothing storage: wardrobe"", ""BBQ grill"", ""Self check-in"", ""Cleaning products"", ""Indoor fireplace"", ""Sun loungers"", ""Fire extinguisher"", ""Hot water"", ""Shared backyard \u2013 Not fully fenced"", ""Shared patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Pool view"", ""Shower gel"", ""Mini fridge"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Baby bath"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Laundromat nearby"", ""TV with standard cable"", ""Smoke alarm"", ""Coffee"", ""Conditioner"", ""Board games"", ""Microwave"", ""Lock on bedroom door"", ""Essentials"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Free parking on premises"", ""Outdoor furniture"", ""Pets allowed"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Iron"", ""High chair""]",$107.00,1,90,1,1,1125,1125,1.0,1125.0,,t,20,38,67,67,2024-06-25,442,57,5,2017-08-13,2024-06-21,4.93,4.96,4.93,4.97,4.97,4.94,4.92,,f,4,1,3,0,5.28
